"BatchId","ReviewRowId","BacklogId","SourceId","Priority","HistoricalStatus","Category","System","Files","OriginalEvidence","Risk","RecommendedFix","Decision","SourceEvidence","Action","Verification","ReviewedBatchId","ReviewedAt","Notes"
"POST-BATCH-F","PBF-110","RB-05712","P10-F05712","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4606; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4606; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-111","RB-05713","P10-F05713","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4611; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4611; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-112","RB-05714","P10-F05714","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4618; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4618; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-113","RB-05715","P10-F05715","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4623; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4623; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-114","RB-05716","P10-F05716","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4628; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4628; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-115","RB-05717","P10-F05717","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4636; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4636; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-116","RB-05718","P10-F05718","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4641; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4641; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-117","RB-05719","P10-F05719","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlSpawner2.cs","Command=; Access=; L4646; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L4646; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-118","RB-05720","P10-F05720","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","Command=; Access=; L194; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L194; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-119","RB-05721","P10-F05721","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttach/XmlAttach.cs","Command=; Access=; L204; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L204; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-120","RB-05722","P10-F05722","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttach/Gumps/XmlGetAttachGump.cs","Command=; Access=; L65; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L65; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-121","RB-05723","P10-F05723","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlDialog.cs","Command=; Access=; L2040; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L2040; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-122","RB-05724","P10-F05724","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlDialog.cs","Command=; Access=; L2045; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L2045; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-123","RB-05725","P10-F05725","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L772; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L772; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-124","RB-05726","P10-F05726","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L777; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L777; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-125","RB-05727","P10-F05727","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L782; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L782; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-126","RB-05728","P10-F05728","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L787; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L787; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-127","RB-05729","P10-F05729","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L792; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L792; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-128","RB-05730","P10-F05730","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L797; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L797; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-129","RB-05731","P10-F05731","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L802; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L802; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-130","RB-05732","P10-F05732","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L807; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L807; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-131","RB-05733","P10-F05733","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L812; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L812; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-132","RB-05734","P10-F05734","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L817; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L817; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-133","RB-05735","P10-F05735","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L822; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L822; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-134","RB-05736","P10-F05736","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L827; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L827; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-135","RB-05737","P10-F05737","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L832; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L832; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-136","RB-05738","P10-F05738","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L837; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L837; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-137","RB-05739","P10-F05739","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L842; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L842; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-138","RB-05740","P10-F05740","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L847; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L847; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-139","RB-05741","P10-F05741","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L852; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L852; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-140","RB-05742","P10-F05742","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L857; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L857; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-141","RB-05743","P10-F05743","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlAttachments/XmlPoints.cs","Command=; Access=; L862; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L862; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-142","RB-05744","P10-F05744","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestLeaders.cs","Command=; Access=; L160; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L160; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-143","RB-05745","P10-F05745","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestLeaders.cs","Command=; Access=; L165; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L165; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-144","RB-05746","P10-F05746","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestPoints.cs","Command=; Access=; L180; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L180; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-145","RB-05747","P10-F05747","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlQuest/XmlQuestPoints.cs","Command=; Access=; L186; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L186; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-146","RB-05748","P10-F05748","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/WhatIsIt.cs","Command=; Access=; L14; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L14; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-147","RB-05749","P10-F05749","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/WriteMulti.cs","Command=; Access=; L36; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L36; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-148","RB-05750","P10-F05750","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlAdd.cs","Command=; Access=; L761; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L761; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-149","RB-05751","P10-F05751","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlEdit.cs","Command=; Access=; L52; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L52; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-150","RB-05752","P10-F05752","P2","Ready","Staff tooling","XMLSpawner","Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs","Command=; Access=; L245; Registration=CommandSystem.Register(","Staff;Runtime","Verify staff-only access and command metadata before exposing or reorganizing this tool.","QueuedSourceFollowUp","Command=; Access=; L245; Registration=CommandSystem.Register(","Queued focused staff-tool source review for command access/metadata; no source change made in this documentation/balance batch.","Reviewed against repair-backlog source evidence; source build not required because no source files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Keep as source-level follow-up if command access metadata is changed later."
"POST-BATCH-F","PBF-151","RB-06412","P10-F06412","P2","Open","XML/config schemas","Bulk Orders","","Bulk Orders->DataFile:Data/System/Bulk Orders/{0}/{1}.cfg; Data/Scripts/Trades/Bulk Orders/SmallBulkEntry.cs:L77:return LoadEntries(String.Format(""Data/System/Bulk Orders/{0}/{1}.cfg"", type, name));","Runtime;Data;Docs","Document XML/config schema, missing/default behavior, reload assumptions, and invalid node handling before changing data-driven behavior.","QueuedSchemaDocumentation","Bulk Orders->DataFile:Data/System/Bulk Orders/{0}/{1}.cfg; Data/Scripts/Trades/Bulk Orders/SmallBulkEntry.cs:L77:return LoadEntries(String.Format(""Data/System/Bulk Orders/{0}/{1}.cfg"", type, name));","Recorded config/schema trace and queued schema documentation; no XML/config normalization, migration, or runtime behavior change was made.","Reviewed against regenerated dependency graph XML/config edges and existing source/config evidence; no source/config files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Treat as schema documentation/data-contract follow-up unless a later row proves a concrete config defect."
"POST-BATCH-F","PBF-152","RB-06413","P10-F06413","P2","Open","XML/config schemas","Bulk Orders","","Bulk Orders->DataFile:Data/System/CFG/body.cfg; Data/System/Source/Body.cs:L44:if (File.Exists(""Data/System/CFG/body.cfg""))","Runtime;Data;Docs","Document XML/config schema, missing/default behavior, reload assumptions, and invalid node handling before changing data-driven behavior.","QueuedSchemaDocumentation","Bulk Orders->DataFile:Data/System/CFG/body.cfg; Data/System/Source/Body.cs:L44:if (File.Exists(""Data/System/CFG/body.cfg""))","Recorded config/schema trace and queued schema documentation; no XML/config normalization, migration, or runtime behavior change was made.","Reviewed against regenerated dependency graph XML/config edges and existing source/config evidence; no source/config files changed.","POST-BATCH-F-01A","2026-06-13T19:48:57.0377992-05:00","Treat as schema documentation/data-contract follow-up unless a later row proves a concrete config defect."
