"Id","RowKind","System","Capability","Audience","ActivationState","PlayerEntryPath","AcquisitionPlacementEvidence","PlayerCommands","SourceFiles","PostBaselineChanges","ExistingInGameSurfaces","Reachability","Coverage","Decision","RecommendedSurface","Priority","PlayerRisk","SourceEvidence","ContentBrief","SpoilerBoundary","AcceptanceTest","ExternalDocs","Notes"
"IGD-SYS-items-jewels","SystemBoundary","Items:Jewels","Current source boundary: Items:Jewels","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Jewels/BaseJewel.cs;Data/Scripts/Items/Jewels/Beads.cs;Data/Scripts/Items/Jewels/Bracelet.cs;Data/Scripts/Items/Jewels/Earrings.cs;Data/Scripts/Items/Jewels/Necklace.cs;Data/Scripts/Items/Jewels/Ring.cs;Data/Scripts/Items/Jewels/Tinkered.cs","2 post-baseline commit(s); latest examples: 421e5d6f 2023-11-22 Merge TestServer with Main Branch | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","7 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-magical","SystemBoundary","Items:Magical","Current source boundary: Items:Magical","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","itemexp;ixp","Data/Scripts/Items/Magical/ArtifactBuilder.cs;Data/Scripts/Items/Magical/ArtifactManual.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AbysmalGloves.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AchillesShield.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AchillesSpear.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AcidProofRobe.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_Aegis.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AegisOfGrace.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AilricsLongbow.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AlchemistsBauble.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_ANecromancerShroud.cs;Data/Scripts/Items/Magical/Artifacts/Artifact_AngelicEmbrace.cs;Data/Scripts/Items/Magical/God/Commands/ItemExpCommand.cs","27 post-baseline commit(s); latest examples: fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue | fe5f34ae 2025-10-28 Reformatted Skill Bonus lines to match all other formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","RefreshExisting","Help","P2","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","1179 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","","Boundary row promoted because current source registers Player-access commands."
"IGD-SYS-items-misc","SystemBoundary","Items:Misc","Current source boundary: Items:Misc","PlayerOrMixed","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","mex","Data/Scripts/Items/Misc/AcidSlime.cs;Data/Scripts/Items/Misc/AltarGods.cs;Data/Scripts/Items/Misc/ArcaneGem.cs;Data/Scripts/Items/Misc/BankCheck.cs;Data/Scripts/Items/Misc/Beeswax.cs;Data/Scripts/Items/Misc/Blocker.cs;Data/Scripts/Items/Misc/Blood.cs;Data/Scripts/Items/Misc/Bodies/BodyParts.cs;Data/Scripts/Items/Misc/Bodies/BonePile.cs;Data/Scripts/Items/Misc/Bodies/Corpses/Corpse.cs;Data/Scripts/Items/Misc/Bodies/Corpses/CorpseNameAttribute.cs;Data/Scripts/Items/Misc/Bodies/Corpses/DecayedCorpse.cs;Data/Scripts/Items/Misc/Games/LiarsDice/DiceCommand.cs","50 post-baseline commit(s); latest examples: fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue | ff642d0e 2026-06-16 fix: guard MagicPigment interactions","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","RefreshExisting","Help","P2","Medium: a direct Player-access command is undiscoverable unless listed or taught at its point of need.","146 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Reconcile the Player-access commands in this bucket with the Help command list and system-specific teaching.","Do not enumerate ordinary content variants or reveal locations and solutions.","An ordinary player can discover each command, syntax, prerequisites, and safe outcome entirely in game.","","Boundary row promoted because current source registers Player-access commands."
"IGD-SYS-items-potions","SystemBoundary","Items:Potions","Current source boundary: Items:Potions","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Potions/AlchemyTub.cs;Data/Scripts/Items/Potions/BasePotion.cs;Data/Scripts/Items/Potions/Bottles/Bottle.cs;Data/Scripts/Items/Potions/Bottles/CrystallineJar.cs;Data/Scripts/Items/Potions/Bottles/Jar.cs;Data/Scripts/Items/Potions/Elixirs/BaseElixir.cs;Data/Scripts/Items/Potions/Elixirs/Elixirs.cs;Data/Scripts/Items/Potions/Mixtures/AlchemicSlime.cs;Data/Scripts/Items/Potions/Mixtures/BaseLiquid.cs;Data/Scripts/Items/Potions/Mixtures/BaseMixture.cs;Data/Scripts/Items/Potions/Mixtures/LiquidFire.cs;Data/Scripts/Items/Potions/Mixtures/LiquidGoo.cs","26 post-baseline commit(s); latest examples: db56f0e7 2026-06-16 fix: guard OilWood interactions | e094e486 2026-06-16 fix: guard OilGarnet interactions | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","110 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-relics","SystemBoundary","Items:Relics","Current source boundary: Items:Relics","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Relics/DDIdItems.cs;Data/Scripts/Items/Relics/DDRelicAlchemy.cs;Data/Scripts/Items/Relics/DDRelicArmor.cs;Data/Scripts/Items/Relics/DDRelicArts.cs;Data/Scripts/Items/Relics/DDRelicBanner.cs;Data/Scripts/Items/Relics/DDRelicBearRugs.cs;Data/Scripts/Items/Relics/DDRelicBook.cs;Data/Scripts/Items/Relics/DDRelicCloth.cs;Data/Scripts/Items/Relics/DDRelicCoins.cs;Data/Scripts/Items/Relics/DDRelicDrink.cs;Data/Scripts/Items/Relics/DDRelicFur.cs;Data/Scripts/Items/Relics/DDRelicGem.cs","3 post-baseline commit(s); latest examples: 1afd1288 2026-08-09 Merge SAR branch into Live | 365c4a54 2024-03-18 TestServer Merged into Main | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","27 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-special","SystemBoundary","Items:Special","Current source boundary: Items:Special","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Special/AlternateRealityMap.cs;Data/Scripts/Items/Special/BarbaricSatchel.cs;Data/Scripts/Items/Special/BaseImprisonedMobile.cs;Data/Scripts/Items/Special/Broken Furniture Collection/BrokenArmoire.cs;Data/Scripts/Items/Special/Broken Furniture Collection/BrokenBed.cs;Data/Scripts/Items/Special/Broken Furniture Collection/BrokenBookcase.cs;Data/Scripts/Items/Special/Broken Furniture Collection/BrokenChestOfDrawers.cs;Data/Scripts/Items/Special/Broken Furniture Collection/BrokenCoveredChair.cs;Data/Scripts/Items/Special/Broken Furniture Collection/BrokenFallenChair.cs;Data/Scripts/Items/Special/Broken Furniture Collection/BrokenVanity.cs;Data/Scripts/Items/Special/Broken Furniture Collection/StandingBrokenChair.cs;Data/Scripts/Items/Special/Bulk Order Rewards/Blacksmithy/AncientSmithyHammer.cs","8 post-baseline commit(s); latest examples: e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","239 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-technology","SystemBoundary","Items:Technology","Current source boundary: Items:Technology","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Technology/AlienEgg.cs;Data/Scripts/Items/Technology/BaseKilrathi.cs;Data/Scripts/Items/Technology/Chainsaw.cs;Data/Scripts/Items/Technology/ComputerDatabase.cs;Data/Scripts/Items/Technology/DataPad.cs;Data/Scripts/Items/Technology/DoubleLaserSword.cs;Data/Scripts/Items/Technology/DuctTape.cs;Data/Scripts/Items/Technology/FirstAidKit.cs;Data/Scripts/Items/Technology/KilrathiGun.cs;Data/Scripts/Items/Technology/KilrathiHeavyGun.cs;Data/Scripts/Items/Technology/Krystal.cs;Data/Scripts/Items/Technology/Landmine.cs","5 post-baseline commit(s); latest examples: 365c4a54 2024-03-18 TestServer Merged into Main | ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","22 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-trades","SystemBoundary","Items:Trades","Current source boundary: Items:Trades","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Trades/Blacksmith Items/AnvilForge.cs;Data/Scripts/Items/Trades/Blacksmith Items/DwarvenForge.cs;Data/Scripts/Items/Trades/Blacksmith Items/FireGiantForge.cs;Data/Scripts/Items/Trades/Blacksmith Items/LargeForge.cs;Data/Scripts/Items/Trades/Blacksmith Items/RubyPickaxe.cs;Data/Scripts/Items/Trades/Carpenter Items/Board.cs;Data/Scripts/Items/Trades/Carpenter Items/TaxidermyKit.cs;Data/Scripts/Items/Trades/Fishing/FabledFishingNet.cs;Data/Scripts/Items/Trades/Fishing/FishBarrel.cs;Data/Scripts/Items/Trades/Fishing/FishingNet.cs;Data/Scripts/Items/Trades/Fishing/FishingPole.cs;Data/Scripts/Items/Trades/Fishing/HighSeasRelic.cs","14 post-baseline commit(s); latest examples: b4a24e97 2026-06-25 fix: guard StoneMiningBook interactions | df1751ea 2026-06-27 feat: add auto-loop harvesting | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","271 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-traps","SystemBoundary","Items:Traps","Current source boundary: Items:Traps","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Traps/BaseTrap.cs;Data/Scripts/Items/Traps/Blocker.cs;Data/Scripts/Items/Traps/BookBox.cs;Data/Scripts/Items/Traps/BrokenGear.cs;Data/Scripts/Items/Traps/CurseItem.cs;Data/Scripts/Items/Traps/DroppedPack.cs;Data/Scripts/Items/Traps/FireColumnTrap.cs;Data/Scripts/Items/Traps/FlameSpurtTrap.cs;Data/Scripts/Items/Traps/GasTrap.cs;Data/Scripts/Items/Traps/GiantSpikeTrap.cs;Data/Scripts/Items/Traps/HiddenTrap.cs;Data/Scripts/Items/Traps/KillerTile.cs","6 post-baseline commit(s); latest examples: ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting | fe294cce 2026-06-14 fix: harden runtime hook source queue","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","27 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-unknown","SystemBoundary","Items:Unknown","Current source boundary: Items:Unknown","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Unknown/UnidentifiedArtifact.cs;Data/Scripts/Items/Unknown/UnidentifiedItem.cs;Data/Scripts/Items/Unknown/UnknownKeg.cs;Data/Scripts/Items/Unknown/UnknownLiquid.cs;Data/Scripts/Items/Unknown/UnknownReagent.cs;Data/Scripts/Items/Unknown/UnknownScroll.cs;Data/Scripts/Items/Unknown/UnknownWand.cs","2 post-baseline commit(s); latest examples: 1afd1288 2026-08-09 Merge SAR branch into Live | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","7 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-wands","SystemBoundary","Items:Wands","Current source boundary: Items:Wands","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Wands/1st Circle/ClumsyStaff.cs;Data/Scripts/Items/Wands/1st Circle/CreateFoodStaff.cs;Data/Scripts/Items/Wands/1st Circle/FeebleStaff.cs;Data/Scripts/Items/Wands/1st Circle/HealStaff.cs;Data/Scripts/Items/Wands/1st Circle/IdentifyStaff.cs;Data/Scripts/Items/Wands/1st Circle/MagicArrowStaff.cs;Data/Scripts/Items/Wands/1st Circle/NightSightStaff.cs;Data/Scripts/Items/Wands/1st Circle/ReactiveArmorStaff.cs;Data/Scripts/Items/Wands/1st Circle/WeaknessStaff.cs;Data/Scripts/Items/Wands/2nd Circle/AgilityStaff.cs;Data/Scripts/Items/Wands/2nd Circle/CunningStaff.cs;Data/Scripts/Items/Wands/2nd Circle/CureStaff.cs","2 post-baseline commit(s); latest examples: 1afd1288 2026-08-09 Merge SAR branch into Live | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","67 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-items-weapons","SystemBoundary","Items:Weapons","Current source boundary: Items:Weapons","Player","ActiveBySource","Varies by item use, speech, movement, combat, crafting, quest, vendor, region, or command.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Items/Weapons/Axes/Axe.cs;Data/Scripts/Items/Weapons/Axes/BaseAxe.cs;Data/Scripts/Items/Weapons/Axes/BattleAxe.cs;Data/Scripts/Items/Weapons/Axes/DoubleAxe.cs;Data/Scripts/Items/Weapons/Axes/ExecutionersAxe.cs;Data/Scripts/Items/Weapons/Axes/Hatchet.cs;Data/Scripts/Items/Weapons/Axes/LargeBattleAxe.cs;Data/Scripts/Items/Weapons/Axes/OrnateAxe.cs;Data/Scripts/Items/Weapons/Axes/Pickaxe.cs;Data/Scripts/Items/Weapons/Axes/TwoHandedAxe.cs;Data/Scripts/Items/Weapons/Axes/WarAxe.cs;Data/Scripts/Items/Weapons/BaseMeleeWeapon.cs","8 post-baseline commit(s); latest examples: bfec60b2 2026-06-09 fix: guard fists request hooks | df1751ea 2026-06-27 feat: add auto-loop harvesting | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","IntentionalDiscovery","NoDocumentationNeeded","ContextualFeedback","P4","Low for ordinary item or creature variants governed by a documented shared mechanic.","112 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Treat this content family as grouped variants. Document only its unique, costly, persistent, destructive, authority, or undiscoverable interactions separately.","Do not enumerate ordinary content variants or reveal locations and solutions.","Confirm each distinct mechanic is represented by a detailed capability or canonical-topic row; sample ordinary variants for self-explanatory feedback.","","Explicit exclusion for ordinary content variants; unique mechanics are separate rows."
"IGD-SYS-magic-bard","SystemBoundary","Magic:Bard","Current source boundary: Magic:Bard","Player","ActiveBySource","Learn or acquire the school, invoke spells or abilities, and use the school-specific spellbook or commands.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Magic/Bard/Gumps/SongBookGump.cs;Data/Scripts/Magic/Bard/Scrolls/ArmysPaeon.cs;Data/Scripts/Magic/Bard/Scrolls/EnchantingEtude.cs;Data/Scripts/Magic/Bard/Scrolls/EnergyCarol.cs;Data/Scripts/Magic/Bard/Scrolls/EnergyThrenody.cs;Data/Scripts/Magic/Bard/Scrolls/FireCarol.cs;Data/Scripts/Magic/Bard/Scrolls/FireThrenody.cs;Data/Scripts/Magic/Bard/Scrolls/FoeRequiem.cs;Data/Scripts/Magic/Bard/Scrolls/IceCarol.cs;Data/Scripts/Magic/Bard/Scrolls/IceThrenody.cs;Data/Scripts/Magic/Bard/Scrolls/KnightsMinne.cs;Data/Scripts/Magic/Bard/Scrolls/MagesBallad.cs","7 post-baseline commit(s); latest examples: b101e80f 2026-03-01 Merged in many test shard changes and brought in line with live shard | e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","36 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-magic-base","SystemBoundary","Magic:Base","Current source boundary: Magic:Base","Player","ActiveBySource","Learn or acquire the school, invoke spells or abilities, and use the school-specific spellbook or commands.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Magic/Base/DisturbType.cs;Data/Scripts/Magic/Base/ForgetfulGem.cs;Data/Scripts/Magic/Base/Initializer.cs;Data/Scripts/Magic/Base/Reagent.cs;Data/Scripts/Magic/Base/SpecialMove.cs;Data/Scripts/Magic/Base/Spell.cs;Data/Scripts/Magic/Base/SpellBooks.cs;Data/Scripts/Magic/Base/SpellCircle.cs;Data/Scripts/Magic/Base/SpellHelper.cs;Data/Scripts/Magic/Base/SpellInfo.cs;Data/Scripts/Magic/Base/SpellRegistry.cs;Data/Scripts/Magic/Base/SpellState.cs","3 post-baseline commit(s); latest examples: 1afd1288 2026-08-09 Merge SAR branch into Live | 365c4a54 2024-03-18 TestServer Merged into Main | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","13 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-magic-bushido","SystemBoundary","Magic:Bushido","Current source boundary: Magic:Bushido","Player","ActiveBySource","Learn or acquire the school, invoke spells or abilities, and use the school-specific spellbook or commands.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Magic/Bushido/BookOfBushido.cs;Data/Scripts/Magic/Bushido/Confidence.cs;Data/Scripts/Magic/Bushido/CounterAttack.cs;Data/Scripts/Magic/Bushido/Evasion.cs;Data/Scripts/Magic/Bushido/HonorableExecution.cs;Data/Scripts/Magic/Bushido/LightningStrike.cs;Data/Scripts/Magic/Bushido/MomentumStrike.cs;Data/Scripts/Magic/Bushido/SamuraiMove.cs;Data/Scripts/Magic/Bushido/SamuraiSpell.cs","4 post-baseline commit(s); latest examples: 2ad469b0 2026-06-08 fix: free bushido momentum pooled enumerable | ae7b15c7 2026-06-28 Revert ""Merge branch 'SAR' into main"" | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","9 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","","Boundary census row. Detailed rows carry incorporation work."
"IGD-SYS-magic-death-knight","SystemBoundary","Magic:Death Knight","Current source boundary: Magic:Death Knight","Player","ActiveBySource","Learn or acquire the school, invoke spells or abilities, and use the school-specific spellbook or commands.","Source-defined capability family; current source does not prove live-world placement.","","Data/Scripts/Magic/Death Knight/DeathKnightCommands.cs;Data/Scripts/Magic/Death Knight/DeathKnightSpell.cs;Data/Scripts/Magic/Death Knight/DeathKnightSpellBook.cs;Data/Scripts/Magic/Death Knight/DeathSkulls.cs;Data/Scripts/Magic/Death Knight/DevilPact.cs;Data/Scripts/Magic/Death Knight/Gumps/DeathKnightSpellBookGump.cs;Data/Scripts/Magic/Death Knight/SoulLantern.cs;Data/Scripts/Magic/Death Knight/Spells/BanishSpell.cs;Data/Scripts/Magic/Death Knight/Spells/DemonicTouchSpell.cs;Data/Scripts/Magic/Death Knight/Spells/DevilPactSpell.cs;Data/Scripts/Magic/Death Knight/Spells/GrimReaperSpell.cs;Data/Scripts/Magic/Death Knight/Spells/HagHandSpell.cs","6 post-baseline commit(s); latest examples: b101e80f 2026-03-01 Merged in many test shard changes and brought in line with live shard | e4b11f8d 2025-10-30 Moved GUMPs to their own folders | fa4f169e 2023-12-22 Automatic Standardizing of Code Formatting","Context-sensitive labels, messages, journals, books, or gumps vary within the family.","RuntimeUnknown","Partial","Incorporate","LibraryReference","P3","Medium: substantial combat progression can be discoverable while rules, costs, and controls remain hard to reconstruct.","21 current source file(s) grouped by current path; first 12 plus every direct Player-command source are listed in SourceFiles. Existing inventory is ownership guidance only.","Provide one concise school reference covering access, controls, resource costs, limitations, and safe experimentation without listing secrets.","Explain the school and controls; omit hidden teachers, rare acquisition locations, and puzzle solutions.","A player who has encountered the school can find a persistent in-game reference and identify how to use it safely.","","Boundary census row. Detailed rows carry incorporation work."
