"BatchId","GateRowId","BacklogId","SourceId","PreviousPostAuditBatch","PreviousReviewRowId","PreviousActiveStatus","Category","System","Files","GateScope","Decision","GateOutcome","BlocksSourceWork","BlocksOnlyThisDomain","AcceptedFence","BlockedChangeSurface","AllowedSourceBoundary","RequiredApprovalBeforeCrossingFence","FirstAllowedSourceBatchUse","VerificationRequiredForFutureSourceEdit","DecisionRationale","PriorAction","PriorReviewArtifact","SourceEvidence","ReviewedAt","Notes"
"POST-BATCH-Y","PBY-0024","RB-05626","P10-F05626","POST-BATCH-F","PBF-024","DeferredBalanceDecision","Economy and reward loops","Crafting Core <-> Bulk Orders","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentBalancePolicy","Preserve current balance/reward behavior.","No","No","Yes","Gameplay economy, reward rates, progression coupling, spawn reward, vendor/economy, crafting/harvest/gardening loop, and paired-system tuning for this relationship.","Source changes may proceed outside economy/reward tuning. Edits inside a listed pair must preserve current gameplay balance unless a later design batch approves tuning.","Required before changing balance, rewards, progression incentives, economy loops, or paired-system gameplay tuning.","Exclude balance/tuning changes from first source batch.","Future balance-affecting source edits must include source review, affected-system documentation update, gameplay/balance acceptance notes, Server.csproj Debug/x86 build, and compile-only runtime verification.","POST-BATCH-F explicitly separated balance risk from code correctness. The source readiness boundary preserves current balance rather than treating these as code defects.","No gameplay, economy, reward, source, XML, config, or project behavior changed; balance tuning requires an explicit design decision and source-specific follow-up.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Labels=BalanceRisk;DependsOn;DocRisk;Supports; RiskKind=CraftingBalance;DocumentationRisk;MaintenanceCoupling; Evidence=Bulk Orders->Crafting Core:DirectReference:Data/Scripts/Trades/Bulk Orders/SmallSmithBOD.cs:L159:CraftSystem;Bulk Orders->Crafting Core:DirectReference:Data/Scripts/Trades/Bulk Orders/SmallTailorBOD.cs:L146:CraftSystem;Bulk Orders:docs/wiki/Animal_Shape_Stones.md;Bulk Orders:docs/wiki/Bulk_Order_System.md;Bulk Orders:docs/wiki/SystemAudit.md:L29;Bulk Orders:docs/wiki/SystemA... || PriorNotes: Balance risk is intentionally separated from code correctness in POST-BATCH-F.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0025","RB-05627","P10-F05627","POST-BATCH-F","PBF-025","DeferredBalanceDecision","Economy and reward loops","Crafting Core <-> Gardening","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentBalancePolicy","Preserve current balance/reward behavior.","No","No","Yes","Gameplay economy, reward rates, progression coupling, spawn reward, vendor/economy, crafting/harvest/gardening loop, and paired-system tuning for this relationship.","Source changes may proceed outside economy/reward tuning. Edits inside a listed pair must preserve current gameplay balance unless a later design batch approves tuning.","Required before changing balance, rewards, progression incentives, economy loops, or paired-system gameplay tuning.","Exclude balance/tuning changes from first source batch.","Future balance-affecting source edits must include source review, affected-system documentation update, gameplay/balance acceptance notes, Server.csproj Debug/x86 build, and compile-only runtime verification.","POST-BATCH-F explicitly separated balance risk from code correctness. The source readiness boundary preserves current balance rather than treating these as code defects.","No gameplay, economy, reward, source, XML, config, or project behavior changed; balance tuning requires an explicit design decision and source-specific follow-up.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Labels=BalanceRisk;DocRisk;Supports; RiskKind=DocumentationRisk;EconomyBalance; Evidence=Crafting Core:docs/wiki/Apiculture_Beekeeping.md;Crafting Core:docs/wiki/Crafting_Core.md;Crafting Core:docs/wiki/Standard_Crafting.md:L234;Crafting Core:docs/wiki/Standard_Crafting.md:L235;Gardening:docs/wiki/Gardening_System.md;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Phase 9 domain review: Crafting and Economy. || PriorNotes: Balance risk is intentionally separated from code correctness in POST-BATCH-F.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0026","RB-05628","P10-F05628","POST-BATCH-F","PBF-026","DeferredBalanceDecision","Economy and reward loops","Harvest System <-> Gardening","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentBalancePolicy","Preserve current balance/reward behavior.","No","No","Yes","Gameplay economy, reward rates, progression coupling, spawn reward, vendor/economy, crafting/harvest/gardening loop, and paired-system tuning for this relationship.","Source changes may proceed outside economy/reward tuning. Edits inside a listed pair must preserve current gameplay balance unless a later design batch approves tuning.","Required before changing balance, rewards, progression incentives, economy loops, or paired-system gameplay tuning.","Exclude balance/tuning changes from first source batch.","Future balance-affecting source edits must include source review, affected-system documentation update, gameplay/balance acceptance notes, Server.csproj Debug/x86 build, and compile-only runtime verification.","POST-BATCH-F explicitly separated balance risk from code correctness. The source readiness boundary preserves current balance rather than treating these as code defects.","No gameplay, economy, reward, source, XML, config, or project behavior changed; balance tuning requires an explicit design decision and source-specific follow-up.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Labels=BalanceRisk;DocRisk;Supports; RiskKind=DocumentationRisk;EconomyBalance; Evidence=Gardening:docs/wiki/Gardening_System.md;Gardening:docs/wiki/Misc_Core_Systems.md;Gardening:docs/wiki/SystemAudit.md:L40;Harvest System:docs/wiki/Apiculture_Beekeeping.md:L307;Harvest System:docs/wiki/Farmable_Crops_System.md;Harvest System:docs/wiki/Gardening_System.md;Harvest System:docs/wiki/Standard_Crafting.md:L235;Phase 9 conflict checklist: crafting/resource loops versus progression pacing. || PriorNotes: Balance risk is intentionally separated from code correctness in POST-BATCH-F.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0027","RB-05629","P10-F05629","POST-BATCH-F","PBF-027","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=Random Encounters <-> XMLSpawner; Labels=BalanceRisk;Conflicts;DependsOn;DocRisk;StaffDependency; Evidence=Phase 9 conflict checklist: staff-spawned events versus automated PvE systems.;Random Encounters->XMLSpawner:DirectReference:Data/Scripts/Custom/RandomEncounters/EncounterEngine.cs:L16:XmlSpawner;Random Encounters->XMLSpawner:DirectReference:Data/Scripts/Custom/RandomEncounters/Helpers.cs:L15:XmlSpawner;Random Encounters->XMLSpawner:DirectReference:Data/Scripts/Custom/RandomEncou... || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0028","RB-05630","P10-F05630","POST-BATCH-F","PBF-028","NeedsHumanDecision","Staff tooling","Invasion","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=Random Encounters <-> Invasion; Labels=BalanceRisk;DocRisk;StaffDependency; Evidence=Invasion:docs/wiki/Invasion_System.md;Invasion:docs/wiki/SystemAudit.md:L21;Phase 9 conflict checklist: staff-spawned events versus automated PvE systems.;Random Encounters:docs/wiki/Random_Encounter_Engine.md;Random Encounters:docs/wiki/Search_System.md;Random Encounters:docs/wiki/SystemAudit.md:L20 || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0029","RB-05631","P10-F05631","POST-BATCH-F","PBF-029","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=PvP Consent <-> XMLSpawner; Labels=BalanceRisk;Bypasses;Conflicts;DependsOn;DocRisk;StaffDependency; Evidence=Phase 9 conflict checklist: XMLPoints event overrides versus normal PvP consent.;PvP Consent->XMLSpawner:DirectReference:Data/Scripts/Mobiles/Base/PlayerMobile.cs:L12:XmlSpawner;PvP Consent:docs/wiki/pvp-consent-system.md;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0030","RB-05632","P10-F05632","POST-BATCH-F","PBF-030","NeedsHumanDecision","Staff tooling","Invasion","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=Government <-> Invasion; Labels=DependsOn;StaffDependency; Evidence=Government->Invasion:DirectReference:Data/Scripts/Custom/Invasion System/Gump/InvasionGump.cs:L8:Invasion;Government->Invasion:DirectReference:Data/Scripts/Custom/Invasion System/Stones/GargoyleCityInvasionStone.cs:L10:Invasion;Government->Invasion:DirectReference:Data/Scripts/Custom/Invasion System/Underworld/StartstoGargoyleCityIlshenar.cs:L27:Invasion;Government:docs/wiki/Government_System.md;Government:docs/wiki/P... || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0031","RB-05633","P10-F05633","POST-BATCH-F","PBF-031","NeedsHumanDecision","Staff tooling","Static Gump Tool","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=Homestead <-> Static Gump Tool; Labels=DependsOn;StaffDependency; Evidence=Homestead->Static Gump Tool:DirectReference:Data/Scripts/Custom/OzThothStaticGump/Side Gumps/AddCooking.cs:L14:StaticGump;Homestead->Static Gump Tool:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana's Winecrafting [2.0]/Items/Craft Items/Tools/WinecraftersTools.cs:L7:STool;Homestead->Static Gump Tool:DirectReference:Data/Scripts/Custom/Vhaerun's CRL Homestead System [2.0]/Dracana... || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0032","RB-05634","P10-F05634","POST-BATCH-F","PBF-032","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=XMLSpawner <-> Invasion; Labels=DocRisk;StaffDependency;Supports; Evidence=Invasion:docs/wiki/Invasion_System.md;Invasion:docs/wiki/SystemAudit.md:L21;Phase 9 synergy checklist: XMLSpawner supporting staff events and quests.;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0033","RB-05635","P10-F05635","POST-BATCH-F","PBF-033","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=XMLSpawner <-> Champions; Labels=BalanceRisk;DocRisk;StaffDependency;Supports; Evidence=Champions:docs/wiki/Champion_Spawns.md;Champions:docs/wiki/Champion_Spawns.md:L82;Champions:docs/wiki/SystemAudit.md:L34;Champions:docs/wiki/wikibacklog.md;Phase 9 conflict checklist: staff-spawned events versus automated PvE systems.;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0034","RB-05636","P10-F05636","POST-BATCH-F","PBF-034","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=XMLSpawner <-> Monster Nests; Labels=BalanceRisk;Conflicts;DocRisk;StaffDependency; Evidence=Monster Nests:docs/wiki/Monster_Nest_System.md;Phase 9 conflict checklist: staff-spawned events versus automated PvE systems.;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0035","RB-05637","P10-F05637","POST-BATCH-F","PBF-035","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=XMLSpawner <-> Staff Toolbar; Labels=DocRisk;StaffDependency;Supports; Evidence=Phase 9 staff-dependency review.;Staff Toolbar:docs/wiki/Staff_Toolbar.md;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0036","RB-05638","P10-F05638","POST-BATCH-F","PBF-036","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=XMLSpawner <-> Static Gump Tool; Labels=DocRisk;StaffDependency;Supports; Evidence=Phase 9 staff-dependency review.;Static Gump Tool:docs/wiki/Static_Gump_Tool.md;Static Gump Tool:docs/wiki/SystemAudit.md:L102;Static Gump Tool:docs/wiki/wikibacklog.md:L23;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0037","RB-05639","P10-F05639","POST-BATCH-F","PBF-037","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=XMLSpawner <-> Spell Framework; Labels=DependsOn;StaffDependency; Evidence=Spell Framework:docs/wiki/Base_Spell_Framework.md;Spell Framework:docs/wiki/SystemAudit.md:L104;Spell Framework:docs/wiki/SystemAudit.md:L54;XMLSpawner->Spell Framework:DirectReference:Data/Scripts/Custom/XMLSpawner/BaseXmlSpawner.cs:L12234:SpellRegistry;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
"POST-BATCH-Y","PBY-0038","RB-05640","P10-F05640","POST-BATCH-F","PBF-038","NeedsHumanDecision","Staff tooling","XMLSpawner","Relationship-level row; no single source file is approved for policy edits from this row.","AcceptedFence","PreserveCurrentStaffWorkflow","Preserve current staff workflow/access policy.","No","No","Yes","Staff workflow, staff-event operations, command names/access levels, generated gump tooling behavior, and XMLSpawner/Invasion/Static Gump Tool workflow semantics.","Non-staff workflow source maintenance may proceed. Staff tooling source edits may proceed only when they preserve command names, access levels, gump behavior, event workflow, and existing staff operations.","Required before changing staff command access, event workflow, generated tool behavior, or staff-facing operation semantics.","Do not use these rows as justification for first source changes that alter staff workflow.","Future staff-tooling source edits must run targeted command/gump/hook scans, Server.csproj Debug/x86 build, and compile-only runtime verification.","Relationship-level staff tooling rows do not prove a defect; the safe readiness boundary is to preserve current staff workflow until an owner requests a focused change.","Queued staff event/workflow policy decision; no staff tool behavior changed from relationship-level evidence alone.","docs/codebase-audit/outputs/post-batch-f-documentation-balance-review.csv","PriorOverlayEvidence: Systems=XMLSpawner <-> Housing; Labels=DependsOn;StaffDependency; Evidence=Housing:docs/wiki/Flip_Deed.md;Housing:docs/wiki/Housing_System.md;Housing:docs/wiki/offline-skill-training.md:L38;Housing:docs/wiki/SystemAudit.md:L71;XMLSpawner->Housing:DirectReference:Data/Scripts/Custom/XMLSpawner/XmlUtils/XmlFind.cs:L403:BaseHouse;XMLSpawner:docs/wiki/AI_OVERHAUL_AUDIT.md;XMLSpawner:docs/wiki/SystemAudit.md:L22;XMLSpawner:docs/wiki/XML_Spawner_Enhancements.md || PriorNotes: Relationship-level staff dependency needs explicit owner policy before runtime changes.","2026-06-15T11:56:52.1526354-05:00","POST-BATCH-Y fence record. No source/project/XML/config/data files changed; this row defines source-change boundaries only."
