"CommentTargetId","SourceFindingId","Track","File","Class","Location","CommentType","Reason","DraftComment","SourcePhase","Status","Evidence"
"P10-COM-0012","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/Mobiles/Minions/Hiryu.cs","Server.Mobiles.Hiryu","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L245;Deserialize:L251;SerialCtor:L242;VersionWrite:L248;VersionRead:L254"
"P10-COM-0013","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/Mobiles/Minions/LesserHiryu.cs","Server.Mobiles.LesserHiryu","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L255;Deserialize:L261;SerialCtor:L252;VersionWrite:L258;VersionRead:L264"
"P10-COM-0014","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeast.cs","Server.Mobiles.PlagueBeast","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L159;Deserialize:L169;SerialCtor:L136;VersionWrite:L162;VersionRead:L172"
"P10-COM-0015","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/Mobiles/Minions/PlagueBeastLord.cs","Server.Mobiles.PlagueBeastLord","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L276;Deserialize:L294;SerialCtor:L273"
"P10-COM-0016","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionAltar.cs","Server.Engines.CannedEvil.ChampionAltar","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L27;Deserialize:L36;SerialCtor:L24;VersionWrite:L31;VersionRead:L40"
"P10-COM-0017","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionPlatform.cs","Server.Engines.CannedEvil.ChampionPlatform","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L58;Deserialize:L67;SerialCtor:L55;VersionWrite:L62;VersionRead:L71"
"P10-COM-0018","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSkullBrazier.cs","Server.Engines.CannedEvil.ChampionSkullBrazier","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L150;Deserialize:L161;SerialCtor:L60;VersionWrite:L154;VersionRead:L165"
"P10-COM-0019","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSkullPlatform.cs","Server.Engines.CannedEvil.ChampionSkullPlatform","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L126;Deserialize:L140;SerialCtor:L123;VersionWrite:L130;VersionRead:L144"
"P10-COM-0020","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/System/CannedEvil/ChampionSpawn.cs","Server.Engines.CannedEvil.ChampionSpawn","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1144;Deserialize:L1185;SerialCtor:L1052;VersionWrite:L1148;VersionRead:L1191"
"P10-COM-0021","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/System/CannedEvil/IdolOfTheChampion.cs","Server.Engines.CannedEvil.IdolOfTheChampion","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L39;Deserialize:L48;SerialCtor:L36;VersionWrite:L43;VersionRead:L52"
"P10-COM-0022","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Champions/System/Items/ChampionSkull.cs","Server.Items.ChampionSkull","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L58;Deserialize:L67;SerialCtor:L55;VersionWrite:L62;VersionRead:L71"
"P10-COM-0023","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/CloneOfflinePlayerCharacters/BackpackClone.cs","Server.Custom.Confictura.CloneOfflinePlayerCharacters.BackpackClone","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L46;Deserialize:L52;SerialCtor:L20;VersionWrite:L49"
"P10-COM-0024","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/CloneOfflinePlayerCharacters/CharacterClone.cs","Server.Custom.Confictura.CloneOfflinePlayerCharacters.CharacterClone","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L272;Deserialize:L279;SerialCtor:L41;VersionWrite:L275"
"P10-COM-0025","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/CloneOfflinePlayerCharacters/EtherealMountClone.cs","Server.Custom.Confictura.CloneOfflinePlayerCharacters.EtherealMountClone","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L36;Deserialize:L42;SerialCtor:L31;VersionWrite:L39"
"P10-COM-0026","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/CloneOfflinePlayerCharacters/MountClone.cs","Server.Custom.Confictura.CloneOfflinePlayerCharacters.MountClone","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L45;Deserialize:L51;SerialCtor:L40;VersionWrite:L48"
"P10-COM-0027","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Decore/CityHedge.cs","Server.Items.CityHedge","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L18;Deserialize:L25;SerialCtor:L15;VersionWrite:L22;VersionRead:L29"
"P10-COM-0028","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Decore/CityLampPost.cs","Server.Items.CityLampPost","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L19;Deserialize:L26;SerialCtor:L16;VersionWrite:L23;VersionRead:L30"
"P10-COM-0029","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Decore/CityTrashBarrel.cs","Server.Items.CityTrashCan","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L33;Deserialize:L40;SerialCtor:L30;VersionWrite:L37;VersionRead:L44"
"P10-COM-0030","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/AsianCityBankAddon.cs","Server.Items.AsianCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L385;Deserialize:L391;SerialCtor:L382;VersionWrite:L388;VersionRead:L394"
"P10-COM-0031","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/FieldstoneCityBankAddon.cs","Server.Items.FieldstoneCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L401;Deserialize:L407;SerialCtor:L398;VersionWrite:L404;VersionRead:L410"
"P10-COM-0032","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/MarbleCityBankAddon.cs","Server.Items.MarbleCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L418;Deserialize:L424;SerialCtor:L415;VersionWrite:L421;VersionRead:L427"
"P10-COM-0033","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/NecroCityBankAddon.cs","Server.Items.NecroCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L607;Deserialize:L613;SerialCtor:L604;VersionWrite:L610;VersionRead:L616"
"P10-COM-0034","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/PlasterCityBankAddon.cs","Server.Items.PlasterCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L401;Deserialize:L407;SerialCtor:L398;VersionWrite:L404;VersionRead:L410"
"P10-COM-0035","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/SandstoneCityBankAddon.cs","Server.Items.SandstoneCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L419;Deserialize:L425;SerialCtor:L416;VersionWrite:L422;VersionRead:L428"
"P10-COM-0036","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/StoneCityBankAddon.cs","Server.Items.StoneCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L419;Deserialize:L425;SerialCtor:L416;VersionWrite:L422;VersionRead:L428"
"P10-COM-0037","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Banks/WoodCityBankAddon.cs","Server.Items.WoodCityBankAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L403;Deserialize:L409;SerialCtor:L400;VersionWrite:L406;VersionRead:L412"
"P10-COM-0038","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/AsianCityHallAddon.cs","Server.Items.AsianCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1743;Deserialize:L1749;SerialCtor:L1740;VersionWrite:L1746;VersionRead:L1752"
"P10-COM-0039","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/FieldStoneCityHallAddon.cs","Server.Items.FieldstoneCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1644;Deserialize:L1650;SerialCtor:L1641;VersionWrite:L1647;VersionRead:L1653"
"P10-COM-0040","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/MarbleCityHallAddon.cs","Server.Items.MarbleCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1219;Deserialize:L1225;SerialCtor:L1216;VersionWrite:L1222;VersionRead:L1228"
"P10-COM-0041","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/NecroCityHallAddon.cs","Server.Items.NecroCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1779;Deserialize:L1785;SerialCtor:L1776;VersionWrite:L1782;VersionRead:L1788"
"P10-COM-0042","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/PlasterCityHallAddon.cs","Server.Items.PlasterCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1661;Deserialize:L1667;SerialCtor:L1658;VersionWrite:L1664;VersionRead:L1670"
"P10-COM-0043","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/SandstoneCityHallAddon.cs","Server.Items.SandstoneCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1288;Deserialize:L1294;SerialCtor:L1285;VersionWrite:L1291;VersionRead:L1297"
"P10-COM-0044","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/StoneCityHallAddon.cs","Server.Items.StoneCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1261;Deserialize:L1267;SerialCtor:L1258;VersionWrite:L1264;VersionRead:L1270"
"P10-COM-0045","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/City Halls/WoodCityHallAddon.cs","Server.Items.WoodCityHallAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L1241;Deserialize:L1247;SerialCtor:L1238;VersionWrite:L1244;VersionRead:L1250"
"P10-COM-0046","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/AsianCityHealerAddon.cs","Server.Items.AsianCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L553;Deserialize:L559;SerialCtor:L550;VersionWrite:L556;VersionRead:L562"
"P10-COM-0047","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/FieldstoneCityHealerAddon.cs","Server.Items.FieldstoneCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L576;Deserialize:L582;SerialCtor:L573;VersionWrite:L579;VersionRead:L585"
"P10-COM-0048","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/MarbleCityHealerAddon.cs","Server.Items.MarbleCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L593;Deserialize:L599;SerialCtor:L590;VersionWrite:L596;VersionRead:L602"
"P10-COM-0049","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/NecroCityHealerAddon.cs","Server.Items.NecroCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L822;Deserialize:L828;SerialCtor:L819;VersionWrite:L825;VersionRead:L831"
"P10-COM-0050","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/PlasterCityHealerAddon.cs","Server.Items.PlasterCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L583;Deserialize:L589;SerialCtor:L580;VersionWrite:L586;VersionRead:L592"
"P10-COM-0051","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/SandstoneCityHealerAddon.cs","Server.Items.SandstoneCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L618;Deserialize:L624;SerialCtor:L615;VersionWrite:L621;VersionRead:L627"
"P10-COM-0052","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/StoneCityHealerAddon.cs","Server.Items.StoneCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L625;Deserialize:L631;SerialCtor:L622;VersionWrite:L628;VersionRead:L634"
"P10-COM-0053","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Healers/WoodCityHealerAddon.cs","Server.Items.WoodCityHealerAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L577;Deserialize:L583;SerialCtor:L574;VersionWrite:L580;VersionRead:L586"
"P10-COM-0054","","10.2 Serialization Order And Versioning","Data/Scripts/Custom/Government System/Items/Civic Structures/Stock Buildings/Markets/AsianMarketAddon.cs","Server.Items.AsianCityMarketAddon","Serialize/Deserialize","Serialization","Fragile serialization order, version gates, discarded reads, or move/rename risk should be reviewed for a Phase 11 source comment.","// Save format: keep Serialize and Deserialize field order, version gates, and discarded legacy reads aligned.","Phase 10","CandidateForPhase11","Serialize:L375;Deserialize:L381;SerialCtor:L372;VersionWrite:L378;VersionRead:L384"
